"struc","comp","ele_comb","reward","RL_step","cif"
"Full Formula (Cs3 W1 F6)
Reduced Formula: Cs3WF6
abc   :   6.925540   6.702354   6.920163
angles: 118.801702  93.469418 118.835102
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cs    0.098936  0.138045  0.010056
  1  F     0.392229  0.139733  0.724221
  2  Cs    0.847215  0.633379  0.257539
  3  Cs    0.350445  0.639539  0.760932
  4  W     0.598448  0.138385  0.511442
  5  F     0.725209  0.976258  0.632244
  6  F     0.312118  0.731732  0.225733
  7  F     0.806781  0.137155  0.296763
  8  F     0.47089   0.297487  0.387437
  9  F     0.885045  0.544238  0.793655","Cs3WF6","('Cs', 'F', 'W')","0.960603939439455","9","# generated using pymatgen
data_Cs3WF6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.92554036
_cell_length_b   6.70235372
_cell_length_c   6.92016315
_cell_angle_alpha   118.80170231
_cell_angle_beta   93.46941768
_cell_angle_gamma   118.83510228
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs3WF6
_chemical_formula_sum   'Cs3 W1 F6'
_cell_volume   227.92756248
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.09893648  0.13804512  0.01005584  1
  F  F1  1  0.39222920  0.13973275  0.72422069  1
  Cs  Cs2  1  0.84721482  0.63337916  0.25753912  1
  Cs  Cs3  1  0.35044530  0.63953924  0.76093185  1
  W  W4  1  0.59844774  0.13838515  0.51144242  1
  F  F5  1  0.72520936  0.97625846  0.63224441  1
  F  F6  1  0.31211782  0.73173225  0.22573303  1
  F  F7  1  0.80678082  0.13715522  0.29676259  1
  F  F8  1  0.47089016  0.29748705  0.38743678  1
  F  F9  1  0.88504547  0.54423827  0.79365462  1
"
"Full Formula (K12 Hg2)
Reduced Formula: K6Hg
abc   :   8.973826   9.585009  12.120623
angles:  66.505359  80.667224  74.442668
pbc   :       True       True       True
Sites (14)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  K     0.659749  0.815472  0.458363
  1  K     0.505367  0.551237  0.08694
  2  K     0.037941  0.906221  0.09419
  3  K     0.849331  0.847448  0.79004
  4  K     0.119615  0.973304  0.416177
  5  Hg    0.580536  0.187432  0.769372
  6  K     0.03698   0.41212   0.110243
  7  K     0.317866  0.005121  0.734599
  8  K     0.136467  0.467963  0.442917
  9  K     0.316688  0.532851  0.743161
 10  K     0.665225  0.327265  0.455941
 11  K     0.842927  0.364871  0.811897
 12  Hg    0.770954  0.158997  0.224625
 13  K     0.509612  0.050351  0.08434","K6Hg","('Hg', 'K')","0.965435006088867","9","# generated using pymatgen
data_K6Hg
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.97382609
_cell_length_b   9.58500865
_cell_length_c   12.12062263
_cell_angle_alpha   66.50535922
_cell_angle_beta   80.66722434
_cell_angle_gamma   74.44266780
_symmetry_Int_Tables_number   1
_chemical_formula_structural   K6Hg
_chemical_formula_sum   'K12 Hg2'
_cell_volume   919.28371523
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.65974897  0.81547189  0.45836347  1
  K  K1  1  0.50536716  0.55123729  0.08693959  1
  K  K2  1  0.03794138  0.90622067  0.09419024  1
  K  K3  1  0.84933054  0.84744787  0.79004002  1
  K  K4  1  0.11961474  0.97330439  0.41617668  1
  Hg  Hg5  1  0.58053637  0.18743171  0.76937169  1
  K  K6  1  0.03698036  0.41212010  0.11024280  1
  K  K7  1  0.31786606  0.00512136  0.73459893  1
  K  K8  1  0.13646674  0.46796259  0.44291720  1
  K  K9  1  0.31668824  0.53285062  0.74316150  1
  K  K10  1  0.66522533  0.32726523  0.45594126  1
  K  K11  1  0.84292698  0.36487108  0.81189734  1
  Hg  Hg12  1  0.77095443  0.15899739  0.22462548  1
  K  K13  1  0.50961226  0.05035071  0.08433973  1
"
"Full Formula (Y4 Ho1)
Reduced Formula: Y4Ho
abc   :   3.619281   3.611492  14.642821
angles:  82.819691  82.560697  59.983954
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Y     0.330395  0.865179  0.497748
  1  Ho    0.730196  0.265074  0.298418
  2  Y     0.19579   0.731585  0.900905
  3  Y     0.929659  0.465069  0.69826
  4  Y     0.462503  0.998069  0.102274","Y4Ho","('Ho', 'Y')","0.9469522019166643","9","# generated using pymatgen
data_Y4Ho
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.61928094
_cell_length_b   3.61149180
_cell_length_c   14.64282131
_cell_angle_alpha   82.81969099
_cell_angle_beta   82.56069705
_cell_angle_gamma   59.98395360
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Y4Ho
_chemical_formula_sum   'Y4 Ho1'
_cell_volume   163.92757452
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.33039543  0.86517882  0.49774826  1
  Ho  Ho1  1  0.73019576  0.26507440  0.29841805  1
  Y  Y2  1  0.19578972  0.73158526  0.90090531  1
  Y  Y3  1  0.92965877  0.46506938  0.69826043  1
  Y  Y4  1  0.46250334  0.99806929  0.10227403  1
"
"Full Formula (Cs10 Rb5 Hg1 Au4)
Reduced Formula: Cs10Rb5HgAu4
abc   :   9.190866  14.058452  14.121489
angles:  72.763479  69.831294  70.250872
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cs    0.275183  0.093807  0.980597
  1  Cs    0.802699  0.015171  0.336605
  2  Cs    0.055054  0.503469  0.993413
  3  Au    0.06424   0.984263  0.499634
  4  Rb    0.657111  0.290795  0.996231
  5  Rb    0.939013  0.762924  0.668113
  6  Cs    0.860747  0.879797  0.993073
  7  Au    0.598896  0.924788  0.822637
  8  Cs    0.335861  0.94849   0.661802
  9  Cs    0.381823  0.819641  0.334611
 10  Cs    0.737811  0.151636  0.662328
 11  Au    0.710022  0.658254  0.165513
 12  Rb    0.511662  0.55214   0.671193
 13  Rb    0.196387  0.210964  0.335822
 14  Rb    0.118151  0.361068  0.660128
 15  Au    0.20388   0.725644  0.821223
 16  Cs    0.972917  0.609888  0.332934
 17  Cs    0.470439  0.698305  0.983338
 18  Cs    0.575896  0.434552  0.323123
 19  Hg    0.928404  0.256376  0.161131","Cs10Rb5HgAu4","('Au', 'Cs', 'Hg', 'Rb')","1.0","9","# generated using pymatgen
data_Cs10Rb5HgAu4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   9.19086581
_cell_length_b   14.05845161
_cell_length_c   14.12148857
_cell_angle_alpha   72.76347914
_cell_angle_beta   69.83129373
_cell_angle_gamma   70.25087240
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs10Rb5HgAu4
_chemical_formula_sum   'Cs10 Rb5 Hg1 Au4'
_cell_volume   1578.26158204
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.27518299  0.09380675  0.98059708  1
  Cs  Cs1  1  0.80269915  0.01517097  0.33660454  1
  Cs  Cs2  1  0.05505380  0.50346869  0.99341285  1
  Au  Au3  1  0.06424027  0.98426282  0.49963415  1
  Rb  Rb4  1  0.65711129  0.29079497  0.99623144  1
  Rb  Rb5  1  0.93901289  0.76292384  0.66811323  1
  Cs  Cs6  1  0.86074674  0.87979698  0.99307281  1
  Au  Au7  1  0.59889579  0.92478800  0.82263750  1
  Cs  Cs8  1  0.33586088  0.94848955  0.66180176  1
  Cs  Cs9  1  0.38182330  0.81964058  0.33461061  1
  Cs  Cs10  1  0.73781133  0.15163583  0.66232824  1
  Au  Au11  1  0.71002209  0.65825433  0.16551335  1
  Rb  Rb12  1  0.51166219  0.55214030  0.67119312  1
  Rb  Rb13  1  0.19638681  0.21096374  0.33582231  1
  Rb  Rb14  1  0.11815106  0.36106807  0.66012824  1
  Au  Au15  1  0.20387965  0.72564411  0.82122296  1
  Cs  Cs16  1  0.97291720  0.60988796  0.33293372  1
  Cs  Cs17  1  0.47043854  0.69830501  0.98333818  1
  Cs  Cs18  1  0.57589638  0.43455243  0.32312274  1
  Hg  Hg19  1  0.92840397  0.25637591  0.16113107  1
"
"Full Formula (K2 Cr2 As2)
Reduced Formula: KCrAs
abc   :   4.206984   6.737465   6.797085
angles: 105.263486 107.922362  90.238028
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  As    0.09291   0.051667  0.23119
  1  K     0.360056  0.96369   0.761341
  2  K     0.545221  0.598887  0.138699
  3  As    0.812318  0.512361  0.668658
  4  Cr    0.236617  0.364696  0.517596
  5  Cr    0.669387  0.197833  0.38328","KCrAs","('As', 'Cr', 'K')","0.20098599001301842","9","# generated using pymatgen
data_KCrAs
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.20698371
_cell_length_b   6.73746502
_cell_length_c   6.79708481
_cell_angle_alpha   105.26348611
_cell_angle_beta   107.92236246
_cell_angle_gamma   90.23802809
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KCrAs
_chemical_formula_sum   'K2 Cr2 As2'
_cell_volume   176.08137101
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  As  As0  1  0.09290963  0.05166736  0.23119025  1
  K  K1  1  0.36005631  0.96368963  0.76134086  1
  K  K2  1  0.54522067  0.59888661  0.13869916  1
  As  As3  1  0.81231761  0.51236105  0.66865796  1
  Cr  Cr4  1  0.23661710  0.36469570  0.51759619  1
  Cr  Cr5  1  0.66938651  0.19783279  0.38327980  1
"
"Full Formula (Cs6 Rb2 Au4)
Reduced Formula: Cs3RbAu2
abc   :   8.139104  10.215777  11.454292
angles: 103.351820 123.065464  89.749628
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cs    0.520479  0.059771  0.745345
  1  Au    0.495785  0.977903  0.408131
  2  Cs    0.892341  0.275257  0.607053
  3  Cs    0.889631  0.777162  0.614751
  4  Au    0.370618  0.236208  0.456898
  5  Rb    0.348785  0.164541  0.138803
  6  Cs    0.973236  0.938669  0.258256
  7  Cs    0.517394  0.559458  0.744602
  8  Au    0.486589  0.478813  0.416802
  9  Cs    0.971287  0.438093  0.254639
 10  Rb    0.353398  0.657856  0.143412
 11  Au    0.362736  0.737682  0.46218","Cs3RbAu2","('Au', 'Cs', 'Rb')","1.0","9","# generated using pymatgen
data_Cs3RbAu2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.13910398
_cell_length_b   10.21577689
_cell_length_c   11.45429230
_cell_angle_alpha   103.35182032
_cell_angle_beta   123.06546409
_cell_angle_gamma   89.74962837
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs3RbAu2
_chemical_formula_sum   'Cs6 Rb2 Au4'
_cell_volume   767.88965310
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.52047932  0.05977113  0.74534488  1
  Au  Au1  1  0.49578527  0.97790343  0.40813112  1
  Cs  Cs2  1  0.89234102  0.27525747  0.60705262  1
  Cs  Cs3  1  0.88963121  0.77716190  0.61475080  1
  Au  Au4  1  0.37061787  0.23620802  0.45689753  1
  Rb  Rb5  1  0.34878451  0.16454063  0.13880342  1
  Cs  Cs6  1  0.97323602  0.93866855  0.25825563  1
  Cs  Cs7  1  0.51739389  0.55945796  0.74460232  1
  Au  Au8  1  0.48658890  0.47881284  0.41680163  1
  Cs  Cs9  1  0.97128731  0.43809262  0.25463930  1
  Rb  Rb10  1  0.35339770  0.65785611  0.14341189  1
  Au  Au11  1  0.36273560  0.73768169  0.46218005  1
"
"Full Formula (Cs3 Rb9 K5 Tl1)
Reduced Formula: Cs3K5Rb9Tl
abc   :   7.333669  11.598965  19.501530
angles:  76.421013  79.646392  71.960529
pbc   :       True       True       True
Sites (18)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Rb    0.53514   0.992283  0.924848
  1  Rb    0.326138  0.763029  0.572639
  2  Rb    0.871463  0.319072  0.91989
  3  K     0.655605  0.1034    0.569282
  4  Cs    0.098875  0.045371  0.738473
  5  K     0.435106  0.879683  0.244511
  6  Rb    0.979878  0.442595  0.577104
  7  Rb    0.892036  0.818232  0.392461
  8  Cs    0.209607  0.646565  0.919352
  9  Rb    0.301812  0.276862  0.105657
 10  K     0.428566  0.377434  0.741446
 11  Cs    0.205272  0.183673  0.396328
 12  Tl    0.099181  0.546969  0.243723
 13  Rb    0.988502  0.90718   0.105086
 14  K     0.764916  0.715127  0.74162
 15  K     0.764748  0.215905  0.242187
 16  Rb    0.552826  0.502862  0.384404
 17  Rb    0.64256   0.591752  0.112666","Cs3K5Rb9Tl","('Cs', 'K', 'Rb', 'Tl')","0.8428565458057333","9","# generated using pymatgen
data_Cs3K5Rb9Tl
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.33366908
_cell_length_b   11.59896505
_cell_length_c   19.50152969
_cell_angle_alpha   76.42101276
_cell_angle_beta   79.64639192
_cell_angle_gamma   71.96052948
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs3K5Rb9Tl
_chemical_formula_sum   'Cs3 Rb9 K5 Tl1'
_cell_volume   1522.91182927
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rb  Rb0  1  0.53513986  0.99228340  0.92484760  1
  Rb  Rb1  1  0.32613784  0.76302934  0.57263863  1
  Rb  Rb2  1  0.87146252  0.31907186  0.91988951  1
  K  K3  1  0.65560526  0.10340025  0.56928152  1
  Cs  Cs4  1  0.09887510  0.04537059  0.73847264  1
  K  K5  1  0.43510604  0.87968278  0.24451144  1
  Rb  Rb6  1  0.97987789  0.44259521  0.57710385  1
  Rb  Rb7  1  0.89203602  0.81823182  0.39246112  1
  Cs  Cs8  1  0.20960738  0.64656466  0.91935211  1
  Rb  Rb9  1  0.30181214  0.27686241  0.10565683  1
  K  K10  1  0.42856607  0.37743428  0.74144632  1
  Cs  Cs11  1  0.20527221  0.18367302  0.39632785  1
  Tl  Tl12  1  0.09918070  0.54696941  0.24372326  1
  Rb  Rb13  1  0.98850185  0.90718043  0.10508561  1
  K  K14  1  0.76491582  0.71512651  0.74161983  1
  K  K15  1  0.76474774  0.21590537  0.24218661  1
  Rb  Rb16  1  0.55282611  0.50286239  0.38440427  1
  Rb  Rb17  1  0.64255989  0.59175235  0.11266629  1
"
"Full Formula (Dy7 Y3)
Reduced Formula: Dy7Y3
abc   :   5.646146   7.059867   8.734824
angles: 101.515435 108.670201  89.855168
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Dy    0.450146  0.374027  0.921755
  1  Y     0.260222  0.526815  0.542063
  2  Dy    0.44855   0.87291   0.920011
  3  Dy    0.260077  0.02703   0.541129
  4  Y     0.870512  0.083844  0.763858
  5  Dy    0.062277  0.42881   0.145897
  6  Dy    0.873506  0.587083  0.770118
  7  Dy    0.062521  0.929704  0.148674
  8  Y     0.660185  0.7295    0.341778
  9  Dy    0.659382  0.228211  0.341949","Dy7Y3","('Dy', 'Y')","0.7887683744082032","9","# generated using pymatgen
data_Dy7Y3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.64614632
_cell_length_b   7.05986729
_cell_length_c   8.73482418
_cell_angle_alpha   101.51543530
_cell_angle_beta   108.67020099
_cell_angle_gamma   89.85516812
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Dy7Y3
_chemical_formula_sum   'Dy7 Y3'
_cell_volume   322.50996024
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Dy  Dy0  1  0.45014629  0.37402675  0.92175543  1
  Y  Y1  1  0.26022154  0.52681547  0.54206300  1
  Dy  Dy2  1  0.44855046  0.87291032  0.92001104  1
  Dy  Dy3  1  0.26007721  0.02702953  0.54112852  1
  Y  Y4  1  0.87051189  0.08384371  0.76385844  1
  Dy  Dy5  1  0.06227662  0.42880997  0.14589734  1
  Dy  Dy6  1  0.87350625  0.58708268  0.77011764  1
  Dy  Dy7  1  0.06252119  0.92970383  0.14867432  1
  Y  Y8  1  0.66018462  0.72949964  0.34177768  1
  Dy  Dy9  1  0.65938187  0.22821140  0.34194884  1
"
"Full Formula (Sm6 Al3 Pd1)
Reduced Formula: Sm6Al3Pd
abc   :   3.651543   3.628014  20.145491
angles:  90.079062  89.994211  89.483319
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Sm    0.916995  0.111771  0.396864
  1  Pd    0.418255  0.610483  0.864815
  2  Sm    0.4177    0.609783  0.267405
  3  Al    0.41796   0.611052  0.045995
  4  Sm    0.9177    0.110732  0.774182
  5  Sm    0.917568  0.110907  0.951283
  6  Al    0.417898  0.609815  0.679647
  7  Sm    0.918182  0.110315  0.139745
  8  Al    0.417368  0.610528  0.491416
  9  Sm    0.917687  0.110128  0.585989","Sm6Al3Pd","('Al', 'Pd', 'Sm')","0.8558371460214858","9","# generated using pymatgen
data_Sm6Al3Pd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.65154340
_cell_length_b   3.62801373
_cell_length_c   20.14549065
_cell_angle_alpha   90.07906194
_cell_angle_beta   89.99421050
_cell_angle_gamma   89.48331917
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sm6Al3Pd
_chemical_formula_sum   'Sm6 Al3 Pd1'
_cell_volume   266.87332232
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sm  Sm0  1  0.91699469  0.11177056  0.39686441  1
  Pd  Pd1  1  0.41825497  0.61048323  0.86481518  1
  Sm  Sm2  1  0.41769984  0.60978258  0.26740509  1
  Al  Al3  1  0.41795999  0.61105174  0.04599471  1
  Sm  Sm4  1  0.91770011  0.11073203  0.77418202  1
  Sm  Sm5  1  0.91756803  0.11090695  0.95128268  1
  Al  Al6  1  0.41789761  0.60981458  0.67964703  1
  Sm  Sm7  1  0.91818243  0.11031541  0.13974543  1
  Al  Al8  1  0.41736773  0.61052817  0.49141568  1
  Sm  Sm9  1  0.91768724  0.11012778  0.58598852  1
"
"Full Formula (Lu1 Cd1 Au1)
Reduced Formula: LuCdAu
abc   :   3.378748   4.766127   4.763621
angles: 120.139274  89.895514  89.940054
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Lu    0.568992  0.339093  0.469453
  1  Au    0.068836  0.005837  0.803101
  2  Cd    0.069863  0.672972  0.13494","LuCdAu","('Au', 'Cd', 'Lu')","0.7569152894748328","9","# generated using pymatgen
data_LuCdAu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.37874760
_cell_length_b   4.76612662
_cell_length_c   4.76362133
_cell_angle_alpha   120.13927370
_cell_angle_beta   89.89551426
_cell_angle_gamma   89.94005394
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LuCdAu
_chemical_formula_sum   'Lu1 Cd1 Au1'
_cell_volume   66.34010300
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Lu  Lu0  1  0.56899196  0.33909258  0.46945283  1
  Au  Au1  1  0.06883587  0.00583713  0.80310059  1
  Cd  Cd2  1  0.06986320  0.67297208  0.13493983  1
"
"Full Formula (Cd6 In2 Sn1)
Reduced Formula: Cd6In2Sn
abc   :   4.692991   7.088635   7.523555
angles:  87.298034  77.969553  70.248646
pbc   :       True       True       True
Sites (9)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cd    0.456698  0.825969  0.732207
  1  Cd    0.788533  0.826332  0.067951
  2  Cd    0.135264  0.137154  0.063565
  3  Sn    0.129978  0.480757  0.73261
  4  Cd    0.80179   0.137729  0.732146
  5  In    0.798223  0.480982  0.397707
  6  Cd    0.469117  0.137146  0.399384
  7  In    0.460538  0.482739  0.066606
  8  Cd    0.123554  0.827411  0.399999","Cd6In2Sn","('Cd', 'In', 'Sn')","0.8962325683051215","9","# generated using pymatgen
data_Cd6In2Sn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.69299136
_cell_length_b   7.08863501
_cell_length_c   7.52355528
_cell_angle_alpha   87.29803449
_cell_angle_beta   77.96955293
_cell_angle_gamma   70.24864636
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cd6In2Sn
_chemical_formula_sum   'Cd6 In2 Sn1'
_cell_volume   230.31318286
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cd  Cd0  1  0.45669782  0.82596928  0.73220700  1
  Cd  Cd1  1  0.78853315  0.82633245  0.06795050  1
  Cd  Cd2  1  0.13526408  0.13715413  0.06356543  1
  Sn  Sn3  1  0.12997776  0.48075661  0.73260999  1
  Cd  Cd4  1  0.80179018  0.13772865  0.73214608  1
  In  In5  1  0.79822302  0.48098189  0.39770713  1
  Cd  Cd6  1  0.46911669  0.13714619  0.39938438  1
  In  In7  1  0.46053755  0.48273873  0.06660649  1
  Cd  Cd8  1  0.12355358  0.82741088  0.39999938  1
"
